,time HR,HR,time ET,ET,time EH,EH,time ST,ST,time GSR,GSR,time Acc,Acc,time SR,SR,time Risk,Risk,time HI Risk,HI Risk,time CT Risk,CT Risk,time LR Risk,LR Risk,time est CT,est CT
299,1488327139.6022882,84.0,1488327140.771764,37.45,1488327139.4515681,0.6907,,,1488327139.512513,387.0,,,,,1488328340.6199439,0.1162300484769141,1488328340.6199439,0.3306001576392765,1488328340.6199439,0.005365759888261559,1488328340.6199439,0.012724227903204183,1488327139.6022882,37.13713889736288
300,1488327141.073863,84.0,1488327142.2420459,37.48,1488327140.9515362,0.6908,,,1488327140.981944,362.0,,,,,1488328346.623851,0.11590507604160515,1488328346.623851,0.3298962765580276,1488328346.623851,0.005121467166415159,1488328346.623851,0.012697484400372635,1488327141.073863,37.13628177380546
301,1488327142.5424042,84.0,1488327143.712225,37.48,1488327142.391896,0.6912999999999999,,,1488327142.482133,349.0,,,,,1488328353.7167602,0.11608310496935755,1488328353.7167602,0.32990190899915633,1488328353.7167602,0.0050366307657850745,1488328353.7167602,0.013310775143131214,1488327142.5424042,37.13546839618277
302,1488327144.0149848,84.0,1488327145.182307,37.49,1488327143.861747,0.6917,,,1488327143.951426,354.0,,,,,1488328359.67061,0.11596020737755265,1488328359.67061,0.32966512956501814,1488328359.67061,0.005035710281954945,1488328359.67061,0.013179782285684876,1488327144.0149848,37.134696545916995
303,1488327145.5119941,84.0,1488327146.6525571,37.51,1488327145.332611,0.6914,,,1488327145.421922,359.0,,,,,1488328365.550324,0.1161975026976148,1488328365.550324,0.32990316198797504,1488328365.550324,0.005093845826850458,1488328365.550324,0.013595500278018846,1488327145.5119941,37.13396411455751
304,1488327146.982142,84.0,1488327148.151524,37.51,1488327146.8023958,0.691,,,1488327146.8917959,396.0,,,,,1488328371.299885,0.11585865361121374,1488328371.299885,0.3296641363988456,1488328371.299885,0.0049774282248114705,1488328371.299885,0.01293439620998415,1488327146.982142,37.13326909869672
305,1488327148.45397,85.0,1488327149.6367402,37.52,1488327148.272809,0.6904,,,1488327148.363252,682.0,,,,,1488328377.117719,0.11627383770790177,1488328377.117719,0.32895801250814427,1488328377.117719,0.005566099306537917,1488328377.117719,0.014297401309023149,1488327148.45397,37.13374645172163
306,1488327149.92181,85.0,1488327151.092265,37.51,1488327149.771838,0.69,,,1488327149.8323698,329.0,,,,,1488328382.978648,0.11769940726178701,1488328382.978648,0.32897767673725187,1488328382.978648,0.005838097868047217,1488328382.978648,0.018282447180061924,1488327149.92181,37.134199318057455
307,1488327151.393007,86.0,1488327152.5968919,37.54,1488327151.2419178,0.6898000000000001,,,1488327151.3037891,317.0,,,,,1488328388.967253,0.11713280596284786,1488328388.967253,0.32896758597765313,1488328388.967253,0.005901467007728459,1488328388.967253,0.016529364903161994,1488327151.393007,37.1357653250399
308,1488327152.865699,85.0,1488327154.032131,37.52,1488327152.749901,0.6890000000000001,,,1488327152.804652,295.0,,,,,1488328394.906871,0.11662597160736067,1488328394.906871,0.3287305356229606,1488328394.906871,0.005518977076229362,1488328394.906871,0.01562840212289208,1488327152.865699,37.13611492347827
309,1488327154.3365388,84.0,1488327155.503027,37.54,1488327154.182098,0.6884999999999999,,,1488327154.2719061,326.0,,,,,1488328400.760096,0.11610933012830453,1488328400.760096,0.3287316183026869,1488328400.760096,0.004953207667410181,1488328400.760096,0.014643164414816516,1488327154.3365388,37.13531088665249
310,1488327155.832242,85.0,1488327156.97279,37.55,1488327155.652407,0.688,,,1488327155.7431161,383.0,,,,,1488328406.455168,0.11665257547513018,1488328406.455168,0.32897074335005244,1488328406.455168,0.00524985383774555,1488328406.455168,0.015737129237592507,1488327155.832242,37.135683652995496
311,1488327157.303057,84.0,1488327158.471744,37.57,1488327157.123095,0.6875,,,1488327157.2123468,347.0,,,,,1488328412.5127091,0.11702209877582291,1488328412.5127091,0.3282610709731597,1488328412.5127091,0.005868336086204851,1488328412.5127091,0.01693688926810414,1488327157.303057,37.134901637392346
312,1488327158.772287,86.0,1488327159.9417322,37.57,1488327158.593272,0.6876000000000001,,,1488327158.682744,354.0,,,,,1488328418.4748642,0.11712327614145623,1488328418.4748642,0.3282576428274726,1488328418.4748642,0.006185062987523471,1488328418.4748642,0.01692712260937263,1488327158.772287,37.13643109557936
313,1488327160.242838,87.0,1488327161.412063,37.59,1488327160.063631,0.6875,,,1488327160.2108228,693.0,,,,,1488328424.591508,0.11918915591013975,1488328424.591508,0.32828279750834155,1488328424.591508,0.006406293506965366,1488328424.591508,0.022878376715112336,1488327160.242838,37.13901750020097
314,1488327161.7131362,87.0,1488327162.882346,37.59,1488327161.561802,0.688,,,1488327161.625231,581.0,,,,,1488328430.383208,0.11968857568164777,1488328430.383208,0.3282861360641246,1488328430.383208,0.006586033519530395,1488328430.383208,0.02419355746128832,1488327161.7131362,37.14147086778549
315,1488327163.183479,87.0,1488327164.352318,37.59,1488327163.031907,0.6890999999999999,,,1488327163.0935838,292.0,,,,,1488328436.4645061,0.12022023456219032,1488328436.4645061,0.3275697267312711,1488328436.4645061,0.007725503733721575,1488328436.4645061,0.02536547322157828,1488327163.183479,37.143798341666766
316,1488327164.653151,86.0,1488327165.849,37.61,1488327164.503293,0.6896,,,1488327164.592004,300.0,,,,,1488328442.328883,0.12029005849151547,1488328442.328883,0.3275664841577438,1488328442.328883,0.008072394698058165,1488328442.328883,0.02523129661874444,1488327164.653151,37.14487263763348
317,1488327166.123627,86.0,1488327167.292924,37.61,1488327165.976741,0.6916,,,1488327166.0620558,386.0,,,,,1488328449.298398,0.12053803752853491,1488328449.298398,0.3273266270671363,1488328449.298398,0.00865137495209181,1488328449.298398,0.025636110566376668,1488327166.123627,37.14589223301008
318,1488327167.6256661,86.0,1488327168.7630029,37.59,1488327167.4721322,0.6928,,,1488327167.5326312,350.0,,,,,1488328455.1031392,0.12184150306372632,1488328455.1031392,0.32733971796073263,1488328455.1031392,0.008600197197494447,1488328455.1031392,0.029584594032951876,1488327167.6256661,37.14685994761966
319,1488327169.0926552,86.0,1488327170.292192,37.59,1488327168.9129229,0.6938,,,1488327169.0036008,345.0,,,,,1488328460.9202309,0.12129188378164257,1488328460.9202309,0.3273407541204529,1488328460.9202309,0.008025425938629193,1488328460.9202309,0.028509471285845658,1488327169.0926552,37.1477784504207
320,1488327170.562249,86.0,1488327171.732171,37.62,1488327170.383019,0.6940000000000001,,,1488327170.472342,354.0,,,,,1488328467.172438,0.12079882930190222,1488328467.172438,0.3266307657939717,1488328467.172438,0.007656516107501587,1488328467.172438,0.028109206004233417,1488327170.562249,37.14865026841636
321,1488327172.032667,87.0,1488327173.2025971,37.64,1488327171.88213,0.6949,,,1488327171.943372,668.0,,,,,1488328474.318378,0.12005544480021113,1488328474.318378,0.3266262874650232,1488328474.318378,0.0074233919365805584,1488328474.318378,0.02611665499902968,1488327172.032667,37.15061147494813
322,1488327173.50272,86.0,1488327174.672353,37.64,1488327173.352292,0.6951,,,1488327173.41326,582.0,,,,,1488328480.76492,0.12336275894337752,1488328480.76492,0.3276045885947769,1488328480.76492,0.0071507267561886885,1488328480.76492,0.035332961479167,1488327173.50272,37.151339282870154
323,1488327174.973013,87.0,1488327176.142758,37.64,1488327174.822439,0.6958,,,1488327174.912256,282.0,,,,,1488328488.280994,0.12163429182763652,1488328488.280994,0.32711902244023916,1488328488.280994,0.0069932042078206455,1488328488.280994,0.030790648834849763,1488327174.973013,37.15316363872881
324,1488327176.492278,87.0,1488327177.6133661,37.66,1488327176.297379,0.6968000000000001,,,1488327176.3845382,360.0,,,,,1488328494.3285708,0.12386944014912483,1488328494.3285708,0.32712890803368194,1488328494.3285708,0.0076991190781323235,1488328494.3285708,0.036780293335560287,1488327176.492278,37.15489514600198
325,1488327177.942879,87.0,1488327179.083319,37.65,1488327177.762707,0.6998000000000001,,,1488327177.8526511,308.0,,,,,1488328500.85594,0.12152636776645763,1488328500.85594,0.32592987353272546,1488328500.85594,0.0073486438885613905,1488328500.85594,0.03130058587808605,1488327177.942879,37.156538635713176
326,1488327179.412749,88.0,1488327180.582392,37.68,1488327179.232791,0.7026,,,1488327179.322795,321.0,,,,,1488328506.70551,0.1191882347616899,1488328506.70551,0.32496977688474715,1488328506.70551,0.006568312864910723,1488328506.70551,0.026026614535411812,1488327179.412749,37.159231640254426
327,1488327180.882804,88.0,1488327182.052477,37.68,1488327180.703445,0.7049,,,1488327180.793372,654.0,,,,,1488328512.766113,0.11837720714756261,1488328512.766113,0.3247300717333957,1488328512.766113,0.0061310780586003085,1488328512.766113,0.02427047165069186,1488327180.882804,37.16178750932755
328,1488327182.352894,89.0,1488327183.522959,37.68,1488327182.202901,0.7062999999999999,,,1488327182.262809,255.0,,,,,1488328518.885771,0.11751231755311153,1488328518.885771,0.3240168019805566,1488328518.885771,0.005550170943832028,1488328518.885771,0.022969979734945967,1488327182.352894,37.16534583697858
329,1488327183.823052,89.0,1488327184.993011,37.71,1488327183.672524,0.7071999999999999,,,1488327183.7337039,354.0,,,,,1488328524.844909,0.11750776176924511,1488328524.844909,0.3230658229956768,1488328524.844909,0.0055624026985675095,1488328524.844909,0.023895059613491018,1488327183.823052,37.16872291424764
330,1488327185.323093,90.0,1488327186.462927,37.69,1488327185.1428201,0.7073,,,1488327185.233037,299.0,,,,,1488328530.812684,0.11784193124381398,1488328530.812684,0.32330848083842767,1488328530.812684,0.005429157298095539,1488328530.812684,0.024788155594918686,1488327185.323093,37.17305995266767
331,1488327186.763736,91.0,1488327187.9334311,37.71,1488327186.613198,0.7069,,,1488327186.702676,655.0,,,,,1488328536.779399,0.11629282497238463,1488328536.779399,0.3223429411230768,1488328536.779399,0.005342027391165129,1488328536.779399,0.021193506402911937,1488327186.763736,37.17830729751005
332,1488327188.233082,91.0,1488327189.403641,37.69,1488327188.082968,0.7070000000000001,,,1488327188.202942,256.0,,,,,1488328544.1197472,0.1160640078283689,1488328544.1197472,0.32210320613183085,1488328544.1197472,0.005292322287884724,1488328544.1197472,0.020796495065391135,1488327188.233082,37.18328737898532
333,1488327189.733658,90.0,1488327190.873735,37.69,1488327189.553109,0.7078,,,1488327189.643311,340.0,,,,,1488328550.638093,0.1157785649735439,1488328550.638093,0.32162597950488986,1488328550.638093,0.005135359589126846,1488328550.638093,0.020574355826615,1488327189.733658,37.186884916249454
334,1488327191.202849,90.0,1488327192.375437,37.73,1488327191.023929,0.7081999999999999,,,1488327191.113452,320.0,,,,,1488328557.067848,0.11580610809496915,1488328557.067848,0.32090958737284864,1488328557.067848,0.005246423952791987,1488328557.067848,0.02126231295926678,1488327191.202849,37.19030117257329
335,1488327192.673353,89.0,1488327193.872975,37.72,1488327192.493877,0.7084999999999999,,,1488327192.583308,305.0,,,,,1488328563.102856,0.11619753807558618,1488328563.102856,0.3209095001935023,1488328563.102856,0.0055598743394136875,1488328563.102856,0.022123239693842545,1488327192.673353,37.192416125840836
336,1488327194.143136,88.0,1488327195.3131251,37.75,1488327193.992915,0.7084,,,1488327194.0538628,382.0,,,,,1488328569.086727,0.11651549159968555,1488328569.086727,0.32067086461152655,1488328569.086727,0.0058071958925674455,1488328569.086727,0.023068414294962647,1488327194.143136,37.1932956633853
337,1488327195.613454,88.0,1488327196.783872,37.75,1488327195.46281,0.7105,,,1488327195.524106,606.0,,,,,1488328576.269721,0.1169584276632543,1488328576.269721,0.32019396837374275,1488328576.269721,0.006076071356341353,1488328576.269721,0.024605243259678805,1488327195.613454,37.19413139582878
338,1488327197.084081,88.0,1488327198.253408,37.75,1488327196.9329169,0.7121999999999999,,,1488327196.993997,252.0,,,,,1488328582.331407,0.11711541201301355,1488328582.331407,0.3197156543332125,1488328582.331407,0.00621172480802217,1488328582.331407,0.025418856897806,1488327197.084081,37.19492547732415
339,1488327198.553806,88.0,1488327199.7244952,37.77,1488327198.4035451,0.7129000000000001,,,1488327198.492921,337.0,,,,,1488328589.131954,0.11705631321285276,1488328589.131954,0.31995294416878295,1488328589.131954,0.006355288059300115,1488328589.131954,0.024860707410475188,1488327198.553806,37.19567995975509
340,1488327200.0240252,88.0,1488327201.1939268,37.75,1488327199.87341,0.7139,,,1488327199.9630551,328.0,,,,,1488328595.5010629,0.11690622923134397,1488328595.5010629,0.318993897001329,1488328595.5010629,0.006454508050657408,1488328595.5010629,0.025270282642045505,1488327200.0240252,37.19639679708613
341,1488327201.524298,88.0,1488327202.664188,37.77,1488327201.3435001,0.7134999999999999,,,1488327201.433357,311.0,,,,,1488328601.7779682,0.11678598039151185,1488328601.7779682,0.31851417367860024,1488328601.7779682,0.006433022328652309,1488328601.7779682,0.025410745167283023,1488327201.524298,37.19707784960112
342,1488327203.0018718,88.0,1488327204.1636102,37.76,1488327202.8235898,0.7141,,,1488327202.975575,632.0,,,,,1488328608.679393,0.12130936878419614,1488328608.679393,0.31925842595027604,1488328608.679393,0.006624753744311027,1488328608.679393,0.038044926658001355,1488327203.0018718,37.197724888020886
343,1488327204.4635148,88.0,1488327205.63325,37.77,1488327204.28383,0.7142000000000001,,,1488327204.374455,326.0,,,,,1488328615.169931,0.12431771834446814,1488328615.169931,0.32022763397469134,1488328615.169931,0.007111659709491435,1488328615.169931,0.045613861349221616,1488327204.4635148,37.19833959749344
344,1488327205.933904,88.0,1488327207.103549,37.77,1488327205.783519,0.7143999999999999,,,1488327205.8442612,264.0,,,,,1488328621.2806258,0.1261418499195718,1488328621.2806258,0.32142861256867605,1488328621.2806258,0.007662975416592088,1488328621.2806258,0.049333961773447274,1488327205.933904,37.19892358145226
345,1488327207.403661,87.0,1488327208.5739222,37.77,1488327207.2531898,0.7152,,,1488327207.314253,284.0,,,,,1488328627.644907,0.12688916567784417,1488328627.644907,0.3207081926718831,1488328627.644907,0.008378874221588986,1488328627.644907,0.05158043014006042,1488327207.403661,37.198346070908926
346,1488327208.87447,86.0,1488327210.043869,37.79,1488327208.724921,0.7152,,,1488327208.8133981,347.0,,,,,1488328634.290433,0.12926278718247874,1488328634.290433,0.32214998247730137,1488328634.290433,0.008889150177527208,1488328634.290433,0.05674922889260763,1488327208.87447,37.19666459943242
347,1488327210.34432,86.0,1488327211.514286,37.77,1488327210.193643,0.7153,,,1488327210.283308,329.0,,,,,1488328641.671503,0.13029727194901183,1488328641.671503,0.32310950680466877,1488328641.671503,0.008939895472784575,1488328641.671503,0.0588424135695822,1488327210.34432,37.19506669238332
348,1488327211.843743,86.0,1488327212.984357,37.79,1488327211.6639118,0.7152,,,1488327211.7536519,308.0,,,,,1488328647.6856608,0.13109307691248878,1488328647.6856608,0.32287354385288497,1488328647.6856608,0.008971699299079032,1488328647.6856608,0.06143398758550232,1488327211.843743,37.193548376299816
349,1488327213.313783,86.0,1488327214.483469,37.8,1488327213.1338801,0.715,,,1488327213.2239811,326.0,,,,,1488328654.0984251,0.13626485228954097,1488328654.0984251,0.3228732501274715,1488328654.0984251,0.011885373406490025,1488328654.0984251,0.07403593333466137,1488327213.313783,37.19210583949262
350,1488327214.783969,87.0,1488327215.953496,37.82,1488327214.604733,0.7143,,,1488327214.693977,641.0,,,,,1488328660.146427,0.13627002167141802,1488328660.146427,0.322868458676555,1488328660.146427,0.012773940902574756,1488328660.146427,0.07316766543512429,1488327214.783969,37.19187023370827
351,1488327216.25458,87.0,1488327217.423668,37.79,1488327216.075006,0.7147,,,1488327216.163868,305.0,,,,,1488328667.1105092,0.13437621734078337,1488328667.1105092,0.3233422380699446,1488328667.1105092,0.012289380022607224,1488328667.1105092,0.06749703392979828,1488327216.25458,37.191646472836624
352,1488327217.724143,87.0,1488327218.893929,37.83,1488327217.573514,0.7156999999999999,,,1488327217.6644218,259.0,,,,,1488328673.58221,0.1323195043374271,1488328673.58221,0.3228613415885741,1488328673.58221,0.01157600766541105,1488328673.58221,0.06252116375829606,1488327217.724143,37.191433965771814
353,1488327219.221982,86.0,1488327220.363949,37.82,1488327219.0526788,0.7162000000000001,,,1488327219.110523,294.0,,,,,1488328679.706387,0.1338528014962548,1488328679.706387,0.32166399319981054,1488328679.706387,0.013003357790617516,1488328679.706387,0.06689105349833642,1488327219.221982,37.190097031453504
354,1488327220.6658719,86.0,1488327221.834002,37.82,1488327220.513918,0.7182999999999999,,,1488327220.603731,351.0,,,,,1488328685.9364722,0.13720310310529688,1488328685.9364722,0.32238204716446917,1488328685.9364722,0.015139355301037612,1488328685.9364722,0.07408790685038386,1488327220.6658719,37.188827122326664
355,1488327222.134795,86.0,1488327223.30598,37.83,1488327221.9840279,0.7195999999999999,,,1488327222.075031,307.0,,,,,1488328692.031887,0.1352114578251367,1488328692.031887,0.32214130343552083,1488328692.031887,0.014127750374208495,1488328692.031887,0.06936531966568074,1488327222.134795,37.187620962557986
356,1488327223.635232,88.0,1488327224.77567,37.85,1488327223.454078,0.7198,,,1488327223.544238,637.0,,,,,1488328698.127986,0.13325000533380227,1488328698.127986,0.3223778621831653,1488328698.127986,0.01325635631699988,1488328698.127986,0.06411579750124163,1488327223.635232,37.18874730741107
357,1488327225.104543,90.0,1488327226.273948,37.85,1488327224.9245021,0.7202,,,1488327225.0142741,266.0,,,,,1488328705.325676,0.1327314739263487,1488328705.325676,0.3228565785926119,1488328705.325676,0.012697036138408684,1488328705.325676,0.06264080704802555,1488327225.104543,37.19208786707596
358,1488327226.60433,91.0,1488327227.743747,37.86,1488327226.39519,0.7206999999999999,,,1488327226.484778,328.0,,,,,1488328711.563164,0.13008208548710548,1488328711.563164,0.32333171568510777,1488328711.563164,0.01124799633488554,1488328711.563164,0.05566654444132314,1488327226.60433,37.19639290164728
359,1488327228.044096,91.0,1488327229.214296,37.86,1488327227.864741,0.7203,,,1488327227.954767,296.0,,,,,1488328717.708889,0.1287901965321818,1488328717.708889,0.32332854964014274,1488328717.708889,0.010856823438636082,1488328717.708889,0.05218521651776655,1488327228.044096,37.200478090852144
360,1488327229.5143979,90.0,1488327230.684202,37.85,1488327229.363931,0.72,,,1488327229.424767,290.0,,,,,1488328723.7322628,0.13308532533413006,1488328723.7322628,0.32334333308266994,1488328723.7322628,0.01129516220577197,1488328723.7322628,0.06461748071394831,1488327229.5143979,37.203222067725235
361,1488327230.9850938,87.0,1488327232.1546,37.86,1488327230.833907,0.72,,,1488327230.924008,302.0,,,,,1488328730.2257679,0.13441708998945623,1488328730.2257679,0.32549924618872694,1488328730.2257679,0.01040635109968991,1488328730.2257679,0.06734567267995185,1488327230.9850938,37.2024284084425
362,1488327232.4550788,85.0,1488327233.6248682,37.87,1488327232.304418,0.7201000000000001,,,1488327232.394475,308.0,,,,,1488328738.228102,0.13277488900961298,1488328738.228102,0.3264562379297016,1488328738.228102,0.008798019657061713,1488328738.228102,0.06307040944207562,1488327232.4550788,37.19940744044518
363,1488327233.95432,84.0,1488327235.116522,37.9,1488327233.7743812,0.7202,,,1488327233.864026,634.0,,,,,1488328744.311651,0.12770647053185272,1488328744.311651,0.3273971690825979,1488328744.311651,0.007087161792020162,1488328744.311651,0.04863508072094005,1488327233.95432,37.19540177015582
364,1488327235.426419,85.0,1488327236.5940428,37.87,1488327235.244805,0.7204,,,1488327235.334862,526.0,,,,,1488328751.033439,0.13066321357834254,1488328751.033439,0.3290607289460246,1488328751.033439,0.008139927026527936,1488328751.033439,0.05478898476247504,1488327235.426419,37.19272955599498
365,1488327236.8945448,86.0,1488327238.0642838,37.87,1488327236.744568,0.7214,,,1488327236.805902,288.0,,,,,1488328757.340991,0.13367084075309074,1488328757.340991,0.3297702426126429,1488328757.340991,0.009800451022200913,1488328757.340991,0.06144182862442845,1488327236.8945448,37.19132645896453
366,1488327238.364449,87.0,1488327239.534921,37.9,1488327238.185628,0.7218000000000001,,,1488327238.274595,331.0,,,,,1488328763.6124082,0.13266980526065905,1488328763.6124082,0.33095101908628605,1488328763.6124082,0.009230462881234561,1488328763.6124082,0.05782793381445648,1488327238.364449,37.19112989193876
367,1488327239.837792,88.0,1488327241.004745,37.92,1488327239.685013,0.7221,,,1488327239.746162,297.0,,,,,1488328770.784457,0.13210097225335365,1488328770.784457,0.3316581100101192,1488328770.784457,0.008930597661651184,1488328770.784457,0.05571420908829063,1488327239.837792,37.19207932200647
368,1488327241.305723,88.0,1488327242.474831,37.9,1488327241.154277,0.7229000000000001,,,1488327241.215349,304.0,,,,,1488328776.799592,0.1328576131569322,1488328776.799592,0.3328360020268761,1488328776.799592,0.009286165783015984,1488328776.799592,0.05645067166090456,1488327241.305723,37.19298066477974
369,1488327242.776246,87.0,1488327243.973541,37.92,1488327242.624845,0.7245,,,1488327242.7143612,389.0,,,,,1488328782.788576,0.13471313058339277,1488328782.788576,0.33378222058850665,1488328782.788576,0.009770576899679088,1488328782.788576,0.0605865942619926,1488327242.776246,37.19270079913619
370,1488327244.2458198,87.0,1488327245.415287,37.9,1488327244.144314,0.7256,,,1488327244.2025,572.0,,,,,1488328788.8457768,0.1362510465151979,1488328788.8457768,0.33330845094213374,1488328788.8457768,0.011076050438350188,1488328788.8457768,0.06436863816510974,1488327244.2458198,37.19243502705104
371,1488327245.7446852,88.0,1488327246.885383,37.93,1488327245.564681,0.7262000000000001,,,1488327245.656043,277.0,,,,,1488328795.006923,0.13749807719987125,1488328795.006923,0.3351888865503409,1488328795.006923,0.011563214721489481,1488328795.006923,0.06574213032778334,1488327245.7446852,37.19331833668031
372,1488327247.214937,88.0,1488327248.384463,37.92,1488327247.0351732,0.7264,,,1488327247.124796,328.0,,,,,1488328801.968,0.13896156455450506,1488328801.968,0.3340125892504963,1488328801.968,0.01285665434313304,1488328801.968,0.07001545006988578,1488327247.214937,37.19415697340963
373,1488327248.684932,89.0,1488327249.854617,37.94,1488327248.505461,0.7269,,,1488327248.595,295.0,,,,,1488328808.325702,0.13729312196551355,1488328808.325702,0.3347154384617085,1488328808.325702,0.011939651620867811,1488328808.325702,0.06522427581396438,1488327248.684932,37.19608854939581
374,1488327250.155272,90.0,1488327251.3496299,37.94,1488327249.975469,0.7265,,,1488327250.065857,631.0,,,,,1488328814.591087,0.13586465247275456,1488328814.591087,0.3344787054087942,1488328814.591087,0.011274210252673247,1488328814.591087,0.06184104175679623,1488327250.155272,37.19905714997178
375,1488327251.6286771,90.0,1488327252.794868,37.94,1488327251.477503,0.7265,,,1488327251.548085,270.0,,,,,1488328820.68308,0.1379444895230302,1488328820.68308,0.33400875325183593,1488328820.68308,0.012675910710774542,1488328820.68308,0.06714880460648014,1488327251.6286771,37.20187496180019
376,1488327253.095838,91.0,1488327254.265037,37.94,1488327252.944625,0.7273999999999999,,,1488327253.006232,335.0,,,,,1488328826.857475,0.13786031526856024,1488328826.857475,0.3344772089188464,1488328826.857475,0.012738194810204594,1488328826.857475,0.06636554207662972,1488327253.095838,37.20568389592823
377,1488327254.5652401,91.0,1488327255.7352571,37.94,1488327254.415651,0.7277,,,1488327254.5045938,303.0,,,,,1488328832.675101,0.13545270591330869,1488328832.675101,0.33376714017517345,1488328832.675101,0.011845217381468622,1488328832.675101,0.06074576018328399,1488327254.5652401,37.209299547084804
378,1488327256.035448,92.0,1488327257.205666,37.96,1488327255.885356,0.7268000000000001,,,1488327255.9745011,634.0,,,,,1488328838.567958,0.13480988077527686,1488328838.567958,0.33400138565896953,1488328838.567958,0.011474368303532361,1488328838.567958,0.05895388836332873,1488327256.035448,37.21386499904841
379,1488327257.53509,91.0,1488327258.675752,37.96,1488327257.355299,0.7268000000000001,,,1488327257.445011,273.0,,,,,1488328844.487662,0.13379664392596424,1488328844.487662,0.3339993249323248,1488328844.487662,0.011024962440210513,1488328844.487662,0.05636564440535738,1488327257.53509,37.21706718314215
380,1488327259.005573,91.0,1488327260.174708,37.99,1488327258.825675,0.7265999999999999,,,1488327258.9150999,294.0,,,,,1488328850.440005,0.13577766571511155,1488328850.440005,0.3340108183771963,1488328850.440005,0.011056499641397648,1488328850.440005,0.06226567912674069,1488327259.005573,37.22010836384414
381,1488327260.47529,89.0,1488327261.6448388,37.99,1488327260.2958899,0.7264,,,1488327260.38551,331.0,,,,,1488328856.3934531,0.1352066246517402,1488328856.3934531,0.33448050184559236,1488328856.3934531,0.010671697928640676,1488328856.3934531,0.06046767418098754,1488327260.47529,37.22073403044859
382,1488327261.9466019,88.0,1488327263.115335,37.98,1488327261.794821,0.7264,,,1488327261.8559308,281.0,,,,,1488328862.320132,0.134761615495423,1488328862.320132,0.3344761616683616,1488328862.320132,0.010846078256752894,1488328862.320132,0.058962606561154575,1488327261.9466019,37.22019686531011
383,1488327263.415402,87.0,1488327264.585305,37.98,1488327263.2647848,0.728,,,1488327263.3258681,301.0,,,,,1488328868.251749,0.13365073957887988,1488328868.251749,0.33447406788998707,1488328868.251749,0.010353730476482925,1488328868.251749,0.05612442037016964,1488327263.415402,37.21855406658387
384,1488327264.8859892,87.0,1488327266.0552042,37.99,1488327264.735261,0.7290000000000001,,,1488327264.825349,600.0,,,,,1488328874.2135198,0.13303484461050138,1488328874.2135198,0.3344725729238786,1488328874.2135198,0.01010915515865838,1488328874.2135198,0.0545228057489671,1488327264.8859892,37.216992427416216
385,1488327266.3560839,87.0,1488327267.5495949,38.0,1488327266.20623,0.7298,,,1488327266.2949262,612.0,,,,,1488328880.174572,0.13206348213430483,1488328880.174572,0.3347091076507385,1488328880.174572,0.009302638424786265,1488328880.174572,0.05217870032738965,1488327266.3560839,37.21550812254259
386,1488327267.8556092,87.0,1488327268.995918,38.0,1488327267.6785889,0.7295,,,1488327267.766476,237.0,,,,,1488328886.134005,0.13325498739518685,1488328886.134005,0.33517787083413253,1488328886.134005,0.010037106466133096,1488328886.134005,0.05454998488529496,1488327267.8556092,37.214097479297976
387,1488327269.3254652,87.0,1488327270.495073,38.02,1488327269.145327,0.7299,,,1488327269.235463,323.0,,,,,1488328892.262978,0.13339069637567452,1488328892.262978,0.3368119366354844,1488328892.262978,0.010431342066314546,1488328892.262978,0.05292881042522465,1488327269.3254652,37.2127569757813
388,1488327270.7956889,87.0,1488327271.965109,38.02,1488327270.61618,0.7304999999999999,,,1488327270.705448,311.0,,,,,1488328898.371043,0.1327785924057727,1488328898.371043,0.33774839486696806,1488328898.371043,0.009766247433867174,1488328898.371043,0.050821134916482866,1488327270.7956889,37.21148323828758
389,1488327272.2655518,88.0,1488327273.43521,38.02,1488327272.086331,0.7299,,,1488327272.175352,301.0,,,,,1488328904.497379,0.1341658625779536,1488328904.497379,0.3389225151830149,1488328904.497379,0.009896921700365942,1488328904.497379,0.053678150850479944,1488327272.2655518,37.2114082704593
390,1488327273.7358248,88.0,1488327274.9087381,38.03,1488327273.5853171,0.7298,,,1488327273.646554,627.0,,,,,1488328910.6518762,0.1344224729852227,1488328910.6518762,0.3398549625932145,1488328910.6518762,0.009909627908882198,1488328910.6518762,0.05350282845357138,1488327273.7358248,37.21133706191021
391,1488327275.2057972,89.0,1488327276.376935,38.03,1488327275.055331,0.7297,,,1488327275.116302,259.0,,,,,1488328916.6298418,0.1367802748189255,1488328916.6298418,0.34056946302637414,1488328916.6298418,0.009942057186201019,1488328916.6298418,0.05982930424420127,1488327275.2057972,37.21240475945697
392,1488327276.675862,89.0,1488327277.84567,38.06,1488327276.5258088,0.7295,,,1488327276.6155992,300.0,,,,,1488328922.584872,0.13899361437125943,1488328922.584872,0.3405784281706059,1488328922.584872,0.010465212542521956,1488328922.584872,0.0659372024006504,1488327276.675862,37.213418692322165
393,1488327278.147754,90.0,1488327279.316364,38.03,1488327277.995711,0.7293000000000001,,,1488327278.092127,299.0,,,,,1488328928.715755,0.14011313133148287,1488328928.715755,0.3396411239906962,1488328928.715755,0.01174100543341078,1488328928.715755,0.06895726457034165,1488327278.147754,37.21551658578385
