,time HR,HR,time ET,ET,time EH,EH,time ST,ST,time GSR,GSR,time Acc,Acc,time SR,SR,time Risk,Risk,time HI Risk,HI Risk,time CT Risk,CT Risk,time LR Risk,LR Risk,time est CT,est CT
1460,1488328850.881666,110.0,1488328852.051989,39.92,1488328850.731225,0.8342,,,1488328850.821203,310.0,,,,,,,,,,,,,1488328850.881666,37.74429241634341
1461,1488328852.382324,108.0,1488328853.551543,39.92,1488328852.201886,0.8342,,,1488328852.291432,355.0,,,,,,,,,,,,,1488328852.382324,37.7416389606219
1462,1488328853.851328,107.0,1488328855.020843,39.92,1488328853.673723,0.8338,,,1488328853.761355,350.0,,,,,,,,,,,,,1488328853.851328,37.737961889367085
1463,1488328855.321533,107.0,1488328856.4919941,39.92,1488328855.142117,0.8323999999999999,,,1488328855.231934,308.0,,,,,,,,,,,,,1488328855.321533,37.734448272467546
1464,1488328856.7914062,109.0,1488328857.961899,39.93,1488328856.6418738,0.8306999999999999,,,1488328856.7021592,441.0,,,,,,,,,,,,,1488328856.7914062,37.7333774287257
1465,1488328858.261174,112.0,1488328859.432283,39.9,1488328858.111446,0.8306,,,1488328858.171854,370.0,,,,,,,,,,,,,1488328858.261174,37.73578373541303
1466,1488328859.731822,112.0,1488328860.902005,39.92,1488328859.581884,0.8301999999999999,,,1488328859.6419442,344.0,,,,,,,,,,,,,1488328859.731822,37.738079705497924
1467,1488328861.231447,111.0,1488328862.3720052,39.89,1488328861.052072,0.8295,,,1488328861.1420422,289.0,,,,,,,,,,,,,1488328861.231447,37.7391296029799
1468,1488328862.701432,108.0,1488328863.847915,39.9,1488328862.521417,0.8289,,,1488328862.6119301,340.0,,,,,,,,,,,,,1488328862.701432,37.73670982976798
1469,1488328864.173326,107.0,1488328865.342087,39.9,1488328863.994872,0.8287,,,1488328864.083613,328.0,,,,,,,,,,,,,1488328864.173326,37.73325684589143
1470,1488328865.642859,106.0,1488328866.8118331,39.92,1488328865.462398,0.8284999999999999,,,1488328865.551475,475.0,,,,,,,,,,,,,1488328865.642859,37.72881564860656
1471,1488328867.112072,107.0,1488328868.2823548,39.92,1488328866.9322639,0.8281000000000001,,,1488328867.0216289,335.0,,,,,,,,,,,,,1488328867.112072,37.725714089003624
1472,1488328868.58165,108.0,1488328869.752005,39.92,1488328868.432061,0.8281000000000001,,,1488328868.4923,360.0,,,,,,,,,,,,,1488328868.58165,37.72389438162146
1473,1488328870.052398,109.0,1488328871.221909,39.89,1488328869.902231,0.8275,,,1488328869.962291,354.0,,,,,,,,,,,,,1488328870.052398,37.72329979365431
1474,1488328871.522518,108.0,1488328872.692113,39.92,1488328871.371937,0.8271,,,1488328871.492275,322.0,,,,,,,,,,,,,1488328871.522518,37.72158939711274
1475,1488328872.992506,107.0,1488328874.162668,39.93,1488328872.84264,0.8271,,,1488328872.9322739,323.0,,,,,,,,,,,,,1488328872.992506,37.71881336723052
1476,1488328874.4918349,105.0,1488328875.632621,39.93,1488328874.3117938,0.8269,,,1488328874.401742,486.0,,,,,,,,,,,,,1488328874.4918349,37.71387585013925
1477,1488328875.9625092,104.0,1488328877.132323,39.93,1488328875.782826,0.8266,,,1488328875.871661,327.0,,,,,,,,,,,,,1488328875.9625092,37.70801461371155
1478,1488328877.433732,103.0,1488328878.60232,39.93,1488328877.253758,0.8270000000000001,,,1488328877.3420942,470.0,,,,,,,,,,,,,1488328877.433732,37.7012697132246
1479,1488328878.902376,103.0,1488328880.074411,39.93,1488328878.72286,0.8278,,,1488328878.81262,357.0,,,,,,,,,,,,,1488328878.902376,37.694825417351566
1480,1488328880.402648,106.0,1488328881.542537,39.93,1488328880.221809,0.8293,,,1488328880.28287,330.0,,,,,,,,,,,,,1488328880.402648,37.69211048329831
1481,1488328881.842727,112.0,1488328883.012449,39.93,1488328881.692426,0.8295,,,1488328881.781643,336.0,,,,,,,,,,,,,1488328881.842727,37.69640017174081
1482,1488328883.31264,116.0,1488328884.482775,39.95,1488328883.162854,0.8284999999999999,,,1488328883.2523258,291.0,,,,,,,,,,,,,1488328883.31264,37.70506778962342
1483,1488328884.813427,119.0,1488328885.956009,39.95,1488328884.6327732,0.8265,,,1488328884.721921,248.0,,,,,,,,,,,,,1488328884.813427,37.71674897456977
1484,1488328886.2828538,116.0,1488328887.4527202,39.97,1488328886.103542,0.8238,,,1488328886.192927,383.0,,,,,,,,,,,,,1488328886.2828538,37.724452951581725
1485,1488328887.7535,113.0,1488328888.921979,39.97,1488328887.5728261,0.8219,,,1488328887.663517,349.0,,,,,,,,,,,,,1488328887.7535,37.7283855448919
1486,1488328889.222455,111.0,1488328890.392968,40.02,1488328889.043298,0.8201,,,1488328889.1332648,287.0,,,,,,,,,,,,,1488328889.222455,37.7298657221885
1487,1488328890.692383,108.0,1488328891.863632,39.99,1488328890.542666,0.8195999999999999,,,1488328890.602516,393.0,,,,,,,,,,,,,1488328890.692383,37.727870224363286
1488,1488328892.163877,107.0,1488328893.332909,40.0,1488328892.013268,0.8193,,,1488328892.073167,351.0,,,,,,,,,,,,,1488328892.163877,37.72482605184528
1489,1488328893.632962,105.0,1488328894.835881,40.02,1488328893.482955,0.8188,,,1488328893.572351,494.0,,,,,,,,,,,,,1488328893.632962,37.719640519754506
1490,1488328895.1053498,104.0,1488328896.27265,40.06,1488328894.95457,0.8186,,,1488328895.055707,361.0,,,,,,,,,,,,,1488328895.1053498,37.713543359470776
1491,1488328896.603125,105.0,1488328897.775604,40.06,1488328896.423012,0.8186,,,1488328896.513252,301.0,,,,,,,,,,,,,1488328896.603125,37.708854649317786
1492,1488328898.0745978,107.0,1488328899.242304,40.08,1488328897.8933299,0.8184999999999999,,,1488328897.98287,527.0,,,,,,,,,,,,,1488328898.0745978,37.706657434228525
1493,1488328899.542478,110.0,1488328900.742347,40.08,1488328899.363482,0.8190000000000001,,,1488328899.452789,309.0,,,,,,,,,,,,,1488328899.542478,37.70798483561409
1494,1488328901.01427,111.0,1488328902.18264,40.11,1488328900.862345,0.8190000000000001,,,1488328900.923466,349.0,,,,,,,,,,,,,1488328901.01427,37.71039268429854
1495,1488328902.482773,111.0,1488328903.653883,40.1,1488328902.3329432,0.8205,,,1488328902.393141,315.0,,,,,,,,,,,,,1488328902.482773,37.71268991777964
1496,1488328903.9774761,111.0,1488328905.123119,40.13,1488328903.8235478,0.8210999999999999,,,1488328903.8966882,511.0,,,,,,,,,,,,,1488328903.9774761,37.7148819374009
1497,1488328905.4234,111.0,1488328906.593448,40.14,1488328905.2733068,0.8209000000000001,,,1488328905.3623638,346.0,,,,,,,,,,,,,1488328905.4234,37.71697383745104
1498,1488328906.9231749,108.0,1488328908.063509,40.15,1488328906.743335,0.82,,,1488328906.832994,351.0,,,,,,,,,,,,,1488328906.9231749,37.71555468346108
1499,1488328908.393491,107.0,1488328909.564786,40.18,1488328908.213262,0.8188,,,1488328908.3036768,344.0,,,,,,,,,,,,,1488328908.393491,37.71306016477113
1500,1488328909.863071,107.0,1488328911.033229,40.18,1488328909.69226,0.8178,,,1488328909.775118,354.0,,,,,,,,,,,,,1488328909.863071,37.71067699208493
1501,1488328911.333228,109.0,1488328912.5029728,40.18,1488328911.153488,0.8195999999999999,,,1488328911.243721,282.0,,,,,,,,,,,,,1488328911.333228,37.71068046869105
1502,1488328912.803874,111.0,1488328913.973236,40.18,1488328912.65264,0.8234,,,1488328912.7134159,507.0,,,,,,,,,,,,,1488328912.803874,37.71296354795879
1503,1488328914.27388,110.0,1488328915.444473,40.18,1488328914.123582,0.8251000000000001,,,1488328914.183255,351.0,,,,,,,,,,,,,1488328914.27388,37.7140029971791
1504,1488328915.8218088,109.0,1488328916.913502,40.2,1488328915.593739,0.8265,,,1488328915.761153,274.0,,,,,,,,,,,,,1488328915.8218088,37.71385634059773
1505,1488328917.213373,109.0,1488328918.3842628,40.21,1488328917.063777,0.8275,,,1488328917.153547,481.0,,,,,,,,,,,,,1488328917.213373,37.71371629989985
1506,1488328918.71338,111.0,1488328919.883699,40.2,1488328918.53329,0.8293,,,1488328918.623462,495.0,,,,,,,,,,,,,1488328918.71338,37.715860475016505
1507,1488328920.183563,114.0,1488328921.353796,40.18,1488328920.008878,0.8309000000000001,,,1488328920.093361,333.0,,,,,,,,,,,,,1488328920.183563,37.72132218608152
1508,1488328921.66645,116.0,1488328922.823796,40.18,1488328921.474367,0.8315,,,1488328921.56338,352.0,,,,,,,,,,,,,1488328921.66645,37.72880621271706
1509,1488328923.123214,116.0,1488328924.32444,40.17,1488328922.973493,0.8316,,,1488328923.0339258,359.0,,,,,,,,,,,,,1488328923.123214,37.73594356561662
1510,1488328924.6233978,117.0,1488328925.76401,40.17,1488328924.443979,0.8312999999999999,,,1488328924.504642,332.0,,,,,,,,,,,,,1488328924.6233978,37.743886734212104
1511,1488328926.0659552,118.0,1488328927.2341561,40.14,1488328925.921035,0.8308,,,1488328926.012815,295.0,,,,,,,,,,,,,1488328926.0659552,37.752597777456096
1512,1488328927.535098,119.0,1488328928.7067819,40.15,1488328927.383332,0.8301999999999999,,,1488328927.473547,277.0,,,,,,,,,,,,,1488328927.535098,37.76204075679305
1513,1488328929.063524,119.0,1488328930.174227,40.15,1488328928.853483,0.8298000000000001,,,1488328928.9732502,313.0,,,,,,,,,,,,,1488328929.063524,37.77105222747002
1514,1488328930.50439,131.0,1488328931.67677,40.13,1488328930.324878,0.8311,,,1488328930.414295,373.0,,,,,,,,,,,,,1488328930.50439,37.79319241220001
1515,1488328931.974452,169.0,1488328933.14388,40.14,1488328931.794374,0.8327,,,1488328931.884002,302.0,,,,,,,,,,,,,1488328931.974452,37.856977605696635
1516,1488328933.444155,167.0,1488328934.613587,40.13,1488328933.323622,0.8345,,,1488328933.354111,350.0,,,,,,,,,,,,,1488328933.444155,37.91501135935089
1517,1488328934.974307,145.0,1488328936.08443,40.1,1488328934.76335,0.8354,,,1488328934.824239,332.0,,,,,,,,,,,,,1488328934.974307,37.94585788387734
1518,1488328936.384795,129.0,1488328937.55486,40.07,1488328936.233851,0.8365,,,1488328936.354285,496.0,,,,,,,,,,,,,1488328936.384795,37.95781653303132
1519,1488328937.853984,118.0,1488328939.025009,40.08,1488328937.7038789,0.8367,,,1488328937.79488,336.0,,,,,,,,,,,,,1488328937.853984,37.957251411794786
1520,1488328939.3670459,115.0,1488328940.494486,40.06,1488328939.204202,0.8367,,,1488328939.35451,357.0,,,,,,,,,,,,,1488328939.3670459,37.95341153510936
1521,1488328940.854123,112.0,1488328942.024222,40.07,1488328940.685226,0.8371999999999999,,,1488328940.7677681,269.0,,,,,,,,,,,,,1488328940.854123,37.946405845191656
1522,1488328942.294477,111.0,1488328943.525552,40.1,1488328942.174468,0.8373,,,1488328942.204513,357.0,,,,,,,,,,,,,1488328942.294477,37.9385526552326
1523,1488328943.778673,112.0,1488328944.9643898,40.06,1488328943.584451,0.8379000000000001,,,1488328943.7645051,466.0,,,,,,,,,,,,,1488328943.778673,37.932107017042846
1524,1488328945.233975,113.0,1488328946.408787,40.03,1488328945.114283,0.8387,,,1488328945.144926,340.0,,,,,,,,,,,,,1488328945.233975,37.92702564074265
1525,1488328946.734633,114.0,1488328947.874645,40.0,1488328946.703847,0.8388,,,1488328946.717667,354.0,,,,,,,,,,,,,1488328946.734633,37.92326325106407
1526,1488328948.1746502,113.0,1488328949.344867,40.03,1488328948.024559,0.8390000000000001,,,1488328948.114341,265.0,,,,,,,,,,,,,1488328948.1746502,37.91852892435011
1527,1488328949.765195,114.0,1488328950.814592,40.02,1488328949.4939399,0.8388,,,1488328949.583862,261.0,,,,,,,,,,,,,1488328949.765195,37.915109110542744
1528,1488328951.204424,124.0,1488328952.3454568,39.99,1488328950.9659781,0.8395,,,1488328951.054373,380.0,,,,,,,,,,,,,1488328951.204424,37.9230980177623
1529,1488328952.644971,140.0,1488328953.7845492,40.03,1488328952.437581,0.8403,,,1488328952.527612,342.0,,,,,,,,,,,,,1488328952.644971,37.94875773064135
1530,1488328954.08595,159.0,1488328955.2846599,40.0,1488328953.964639,0.8406999999999999,,,1488328953.994741,340.0,,,,,,,,,,,,,1488328954.08595,37.99451155092184
1531,1488328955.554205,140.0,1488328956.724836,40.0,1488328955.404853,0.841,,,1488328955.465034,354.0,,,,,,,,,,,,,1488328955.554205,38.01686061406339
1532,1488328957.032088,128.0,1488328958.196031,39.97,1488328956.8777301,0.8412000000000001,,,1488328956.9731882,359.0,,,,,,,,,,,,,1488328957.032088,38.0249379897474
1533,1488328958.498832,118.0,1488328959.6677492,39.99,1488328958.347877,0.8417,,,1488328958.4359481,350.0,,,,,,,,,,,,,1488328958.498832,38.02160743737417
1534,1488328959.99458,124.0,1488328961.164702,39.96,1488328959.814896,0.8421,,,1488328959.9046242,348.0,,,,,,,,,,,,,1488328959.99458,38.02507323231749
1535,1488328961.4645052,125.0,1488328962.606246,39.96,1488328961.284961,0.8426,,,1488328961.404969,368.0,,,,,,,,,,,,,1488328961.4645052,38.0295148477074
1536,1488328962.934913,125.0,1488328964.13668,39.96,1488328962.754986,0.8425,,,1488328962.875104,393.0,,,,,,,,,,,,,1488328962.934913,38.03377891405689
1537,1488328964.404546,123.0,1488328965.574791,39.97,1488328964.225427,0.8434,,,1488328964.314549,383.0,,,,,,,,,,,,,1488328964.404546,38.03564168191589
1538,1488328965.874333,126.0,1488328967.104937,39.95,1488328965.695327,0.8436,,,1488328965.7863429,326.0,,,,,,,,,,,,,1488328965.874333,38.04078151809324
1539,1488328967.374506,132.0,1488328968.544644,39.96,1488328967.194999,0.8438,,,1488328967.315261,342.0,,,,,,,,,,,,,1488328967.374506,38.05241879091473
1540,1488328968.816122,129.0,1488328969.9931479,39.96,1488328968.665131,0.8439,,,1488328968.754945,328.0,,,,,,,,,,,,,1488328968.816122,38.060220038205486
1541,1488328970.3034549,131.0,1488328971.4556181,39.95,1488328970.198657,0.8437,,,1488328970.286092,348.0,,,,,,,,,,,,,1488328970.3034549,38.06993596968957
1542,1488328971.7853749,119.0,1488328972.925452,39.93,1488328971.604977,0.8442000000000001,,,1488328971.69446,350.0,,,,,,,,,,,,,1488328971.7853749,38.06586245907302
1543,1488328973.255252,121.0,1488328974.4252748,39.93,1488328973.075237,0.8438,,,1488328973.165813,351.0,,,,,,,,,,,,,1488328973.255252,38.06418139337375
1544,1488328974.725399,122.0,1488328975.9202309,39.95,1488328974.605346,0.8431000000000001,,,1488328974.63552,341.0,,,,,,,,,,,,,1488328974.725399,38.06368673873509
1545,1488328976.199327,121.0,1488328977.3655019,39.95,1488328976.080297,0.8425,,,1488328976.108501,324.0,,,,,,,,,,,,,1488328976.199327,38.06208873365328
1546,1488328977.665662,120.0,1488328978.8348758,39.93,1488328977.5148008,0.8417,,,1488328977.635296,279.0,,,,,,,,,,,,,1488328977.665662,38.059428856565106
1547,1488328979.1351922,116.0,1488328980.305583,39.9,1488328979.015307,0.8414,,,1488328979.075056,521.0,,,,,,,,,,,,,1488328979.1351922,38.052366785613835
1548,1488328980.6359732,112.0,1488328981.783932,39.92,1488328980.455368,0.8411,,,1488328980.544872,357.0,,,,,,,,,,,,,1488328980.6359732,38.041058586491324
1549,1488328982.0763469,109.0,1488328983.246023,39.92,1488328981.927223,0.8415,,,1488328982.047426,311.0,,,,,,,,,,,,,1488328982.0763469,38.0267803573825
1550,1488328983.5759912,107.0,1488328984.716018,39.92,1488328983.425508,0.8417,,,1488328983.485117,340.0,,,,,,,,,,,,,1488328983.5759912,38.010768626202896
1551,1488328985.045761,107.0,1488328986.21553,39.9,1488328984.895314,0.8419,,,1488328984.9552362,362.0,,,,,,,,,,,,,1488328985.045761,37.99536880901672
1552,1488328986.516483,109.0,1488328987.7520719,39.92,1488328986.336749,0.8418000000000001,,,1488328986.4567869,300.0,,,,,,,,,,,,,1488328986.516483,37.982861631305866
1553,1488328987.994144,111.0,1488328989.1881049,39.9,1488328987.839079,0.8423,,,1488328987.902349,343.0,,,,,,,,,,,,,1488328987.994144,37.9731548579906
1554,1488328989.4884071,113.0,1488328990.685642,39.9,1488328989.307124,0.8426,,,1488328989.367702,496.0,,,,,,,,,,,,,1488328989.4884071,37.966149503390234
1555,1488328990.967437,112.0,1488328992.096095,39.9,1488328990.775645,0.8426,,,1488328990.955256,362.0,,,,,,,,,,,,,1488328990.967437,37.958287606071806
1556,1488328992.396271,111.0,1488328993.596098,39.89,1488328992.24795,0.8419,,,1488328992.365843,313.0,,,,,,,,,,,,,1488328992.396271,37.949604175244325
1557,1488328993.895551,114.0,1488328995.036202,39.87,1488328993.746131,0.8412999999999999,,,1488328993.805705,301.0,,,,,,,,,,,,,1488328993.895551,37.9447480740348
1558,1488328995.366195,122.0,1488328996.535115,39.89,1488328995.186542,0.8419,,,1488328995.2759008,297.0,,,,,,,,,,,,,1488328995.366195,37.94933268850832
1559,1488328996.8656,136.0,1488328998.0059252,39.87,1488328996.656064,0.8426,,,1488328996.77597,331.0,,,,,,,,,,,,,1488328996.8656,37.9698317385788
1560,1488328998.306209,136.0,1488328999.476761,39.89,1488328998.1265652,0.8426,,,1488328998.216522,342.0,,,,,,,,,,,,,1488328998.306209,37.98934257061783
1561,1488328999.776775,136.0,1488329000.946744,39.86,1488328999.655448,0.8423,,,1488328999.685958,302.0,,,,,,,,,,,,,1488328999.776775,38.00793366153297
1562,1488329001.2460968,121.0,1488329002.4165492,39.89,1488329001.125932,0.8422,,,1488329001.156408,288.0,,,,,,,,,,,,,1488329001.2460968,38.00863917658867
1563,1488329002.7170482,119.0,1488329003.8867068,39.89,1488329002.56546,0.8423,,,1488329002.65594,300.0,,,,,,,,,,,,,1488329002.7170482,38.007044488119014
1564,1488329004.1866298,117.0,1488329005.385874,39.89,1488329004.035885,0.8425,,,1488329004.156119,527.0,,,,,,,,,,,,,1488329004.1866298,38.00324311395209
1565,1488329005.6874812,114.0,1488329006.856332,39.87,1488329005.506482,0.8421,,,1488329005.595789,335.0,,,,,,,,,,,,,1488329005.6874812,37.99618446104363
1566,1488329007.188253,110.0,1488329008.3300061,39.89,1488329007.156527,0.8412999999999999,,,1488329007.171403,285.0,,,,,,,,,,,,,1488329007.188253,37.984852311153055
1567,1488329008.625762,107.0,1488329009.886492,39.87,1488329008.446759,0.8412999999999999,,,1488329008.537045,331.0,,,,,,,,,,,,,1488329008.625762,37.970542976784934
1568,1488329010.1564329,106.0,1488329011.268427,39.87,1488329009.94624,0.8409,,,1488329010.006779,338.0,,,,,,,,,,,,,1488329010.1564329,37.955653994541706
1569,1488329011.566134,107.0,1488329012.736295,39.87,1488329011.416497,0.8409,,,1488329011.477068,365.0,,,,,,,,,,,,,1488329011.566134,37.94251008984089
1570,1488329013.066647,110.0,1488329014.206839,39.87,1488329012.886325,0.8406,,,1488329012.976425,502.0,,,,,,,,,,,,,1488329013.066647,37.93335987780548
1571,1488329014.567266,112.0,1488329015.67856,39.87,1488329014.387039,0.8403,,,1488329014.446524,330.0,,,,,,,,,,,,,1488329014.567266,37.926902216716236
1572,1488329016.0066528,113.0,1488329017.14709,39.87,1488329015.8263009,0.84,,,1488329015.916608,360.0,,,,,,,,,,,,,1488329016.0066528,37.9218759582738
1573,1488329017.4768782,113.0,1488329018.6468039,39.89,1488329017.3266408,0.8392000000000001,,,1488329017.38697,324.0,,,,,,,,,,,,,1488329017.4768782,37.91706785789851
1574,1488329018.946856,114.0,1488329020.117506,39.89,1488329018.796555,0.8397,,,1488329018.857985,313.0,,,,,,,,,,,,,1488329018.946856,37.913623014262086
1575,1488329020.417583,116.0,1488329021.586495,39.9,1488329020.265887,0.8404,,,1488329020.329005,367.0,,,,,,,,,,,,,1488329020.417583,37.912636653695635
1576,1488329021.916672,118.0,1488329023.117422,39.92,1488329021.736065,0.8397,,,1488329021.827143,461.0,,,,,,,,,,,,,1488329021.916672,37.913999615337886
1577,1488329023.3572748,118.0,1488329024.586272,39.89,1488329023.236525,0.8401000000000001,,,1488329023.296779,511.0,,,,,,,,,,,,,1488329023.3572748,37.915301565369454
1578,1488329024.827321,117.0,1488329025.996897,39.87,1488329024.679431,0.8406,,,1488329024.796272,320.0,,,,,,,,,,,,,1488329024.827321,37.91539543473738
1579,1488329026.357425,116.0,1488329027.467307,39.92,1488329026.14708,0.841,,,1488329026.266643,364.0,,,,,,,,,,,,,1488329026.357425,37.91433600158726
1580,1488329027.8869288,114.0,1488329029.056554,39.93,1488329027.6168478,0.8423,,,1488329027.797523,326.0,,,,,,,,,,,,,1488329027.8869288,37.911025736712936
1581,1488329029.2672179,114.0,1488329030.439425,39.9,1488329029.1170628,0.8443,,,1488329029.177077,289.0,,,,,,,,,,,,,1488329029.2672179,37.90785892829371
1582,1488329030.736562,115.0,1488329031.9969652,39.95,1488329030.588469,0.8445,,,1488329030.647501,463.0,,,,,,,,,,,,,1488329030.736562,37.90597839579949
1583,1488329032.237718,115.0,1488329033.378047,39.92,1488329032.056813,0.8443999999999999,,,1488329032.117516,497.0,,,,,,,,,,,,,1488329032.237718,37.9041800800959
1584,1488329033.7076108,114.0,1488329035.0871592,39.95,1488329033.526839,0.8441,,,1488329033.587052,340.0,,,,,,,,,,,,,1488329033.7076108,37.90131217082226
1585,1488329035.1489868,126.0,1488329036.347605,39.93,1488329035.1167848,0.8436,,,1488329035.129708,373.0,,,,,,,,,,,,,1488329035.1489868,37.912347910603124
1586,1488329036.6558652,126.0,1488329037.7875981,39.96,1488329036.499729,0.8428,,,1488329036.560798,287.0,,,,,,,,,,,,,1488329036.6558652,37.92287174848819
1587,1488329038.117483,126.0,1488329039.2590652,39.97,1488329037.967783,0.843,,,1488329038.027403,501.0,,,,,,,,,,,,,1488329038.117483,37.93291372046114
1588,1488329039.587426,115.0,1488329040.757199,39.97,1488329039.437193,0.8423999999999999,,,1488329039.497474,495.0,,,,,,,,,,,,,1488329039.587426,37.92997255478387
1589,1488329041.057976,129.0,1488329042.230552,39.96,1488329040.878586,0.8417,,,1488329040.9673421,506.0,,,,,,,,,,,,,1488329041.057976,37.94311269517738
1590,1488329042.5272288,132.0,1488329043.699001,39.97,1488329042.40664,0.8406999999999999,,,1488329042.472679,368.0,,,,,,,,,,,,,1488329042.5272288,37.95906288617307
1591,1488329044.027473,146.0,1488329045.167687,39.97,1488329043.847441,0.8404,,,1488329043.90873,509.0,,,,,,,,,,,,,1488329044.027473,37.990142385320546
1592,1488329045.467767,135.0,1488329046.639018,39.97,1488329045.3176582,0.8402,,,1488329045.407168,493.0,,,,,,,,,,,,,1488329045.467767,38.00733958154931
1593,1488329046.951348,137.0,1488329048.107923,39.99,1488329046.81802,0.8399,,,1488329046.937305,547.0,,,,,,,,,,,,,1488329046.951348,38.026018815063864
1594,1488329048.437703,122.0,1488329049.57784,40.0,1488329048.2576199,0.8395999999999999,,,1488329048.409854,543.0,,,,,,,,,,,,,1488329048.437703,38.02708765008011
1595,1488329049.908095,121.0,1488329051.079298,40.02,1488329049.7276502,0.8398,,,1488329049.8178391,423.0,,,,,,,,,,,,,1488329049.908095,38.02699336071151
1596,1488329051.396286,119.0,1488329052.54799,40.0,1488329051.200686,0.8401000000000001,,,1488329051.3795211,383.0,,,,,,,,,,,,,1488329051.396286,38.02465848083928
1597,1488329052.8622878,113.0,1488329054.0200691,40.0,1488329052.66737,0.8403,,,1488329052.847939,377.0,,,,,,,,,,,,,1488329052.8622878,38.01567014020957
1598,1488329054.40742,110.0,1488329055.487741,40.02,1488329054.167967,0.8402,,,1488329054.235384,415.0,,,,,,,,,,,,,1488329054.40742,38.00364228490996
1599,1488329055.878134,110.0,1488329056.9573581,40.0,1488329055.637391,0.8402,,,1488329055.727633,354.0,,,,,,,,,,,,,1488329055.878134,37.99207312494301
1600,1488329057.3481688,112.0,1488329058.427784,40.03,1488329057.110479,0.8405,,,1488329057.1976829,382.0,,,,,,,,,,,,,1488329057.3481688,37.983224349472174
1601,1488329058.788012,113.0,1488329059.901918,40.03,1488329058.697792,0.8404,,,1488329058.7125099,328.0,,,,,,,,,,,,,1488329058.788012,37.97586707484224
1602,1488329060.231989,110.0,1488329061.397881,40.03,1488329060.052423,0.8404,,,1488329060.167844,361.0,,,,,,,,,,,,,1488329060.231989,37.96538741996073
1603,1488329061.697354,109.0,1488329062.867289,40.03,1488329061.518399,0.8406,,,1488329061.6092029,387.0,,,,,,,,,,,,,1488329061.697354,37.954186588174785
1604,1488329063.197529,107.0,1488329064.337609,40.03,1488329062.988171,0.8412999999999999,,,1488329063.078398,391.0,,,,,,,,,,,,,1488329063.197529,37.941148177096004
1605,1488329064.7293172,107.0,1488329065.80969,40.06,1488329064.698039,0.8420000000000001,,,1488329064.712663,362.0,,,,,,,,,,,,,1488329064.7293172,37.928638408400346
1606,1488329066.1092842,108.0,1488329067.2776809,40.04,1488329065.990201,0.8416,,,1488329066.0513878,402.0,,,,,,,,,,,,,1488329066.1092842,37.917794047884534
1607,1488329067.608289,111.0,1488329068.7486038,40.06,1488329067.428344,0.8419,,,1488329067.518282,357.0,,,,,,,,,,,,,1488329067.608289,37.91086242068268
1608,1488329069.1689038,112.0,1488329070.218691,40.07,1488329068.897782,0.8419,,,1488329068.989216,372.0,,,,,,,,,,,,,1488329069.1689038,37.905382443883695
1609,1488329070.5784938,114.0,1488329071.697591,40.04,1488329070.397365,0.8412000000000001,,,1488329070.54832,560.0,,,,,,,,,,,,,1488329070.5784938,37.90244815767644
1610,1488329072.050503,115.0,1488329073.1879349,40.08,1488329071.8411899,0.8414,,,1488329071.965045,403.0,,,,,,,,,,,,,1488329072.050503,37.900796513850295
1611,1488329073.518633,116.0,1488329074.687732,40.07,1488329073.3088388,0.841,,,1488329073.39858,356.0,,,,,,,,,,,,,1488329073.518633,37.90037066906959
1612,1488329074.959373,117.0,1488329076.188372,40.07,1488329074.808079,0.8416,,,1488329074.8682082,366.0,,,,,,,,,,,,,1488329074.959373,37.90111539985601
1613,1488329076.428612,117.0,1488329077.600127,40.08,1488329076.278458,0.8411,,,1488329076.338309,387.0,,,,,,,,,,,,,1488329076.428612,37.90182687968999
1614,1488329077.8985658,115.0,1488329079.068726,40.1,1488329077.749173,0.8405,,,1488329077.8467572,327.0,,,,,,,,,,,,,1488329077.8985658,37.900208002725314
1615,1488329079.369042,115.0,1488329080.567764,40.13,1488329079.251731,0.8390000000000001,,,1488329079.309519,496.0,,,,,,,,,,,,,1488329079.369042,37.89866019643893
1616,1488329080.8682501,113.0,1488329082.015763,40.11,1488329080.6881878,0.8377,,,1488329080.7789068,412.0,,,,,,,,,,,,,1488329080.8682501,37.89488320154533
1617,1488329082.33795,115.0,1488329083.552427,40.14,1488329082.250411,0.8370000000000001,,,1488329082.279742,373.0,,,,,,,,,,,,,1488329082.33795,37.893567703709195
1618,1488329083.840008,115.0,1488329085.008481,40.14,1488329083.63901,0.8362999999999999,,,1488329083.722848,395.0,,,,,,,,,,,,,1488329083.840008,37.892310059594415
1619,1488329085.278938,115.0,1488329086.479608,40.17,1488329085.098709,0.8342,,,1488329085.1896162,385.0,,,,,,,,,,,,,1488329085.278938,37.89110769913529
1620,1488329086.7487428,115.0,1488329087.920686,40.14,1488329086.597945,0.8323,,,1488329086.658975,337.0,,,,,,,,,,,,,1488329086.7487428,37.889958168861725
1621,1488329088.219985,116.0,1488329089.417989,40.17,1488329088.067908,0.8309000000000001,,,1488329088.129201,394.0,,,,,,,,,,,,,1488329088.219985,37.890006287524805
1622,1488329089.704242,115.0,1488329090.859091,40.17,1488329089.550721,0.8305,,,1488329089.630433,572.0,,,,,,,,,,,,,1488329089.704242,37.88890576453657
1623,1488329091.17297,114.0,1488329092.358706,40.18,1488329091.038644,0.8298000000000001,,,1488329091.1589398,361.0,,,,,,,,,,,,,1488329091.17297,37.88670726155096
